Title,Session_Code,Author,Affiliations,Text,Year
Genetics of polydactyly,PL11.,Heutink,"Department of Clinical Genetics, Erasmus Medical Center Rotterdam,  Rotterdam, The Netherlands","In the past decade rapid advances have been made in the  identification of human genes that play a role in upper limb  malformations, leading to a better understanding of normal limb  development. One of the most frequently observed limb malformations is polydactly ,  with a prevalence of between 5 and 17 per 10,000 live births.  Depending on the location of the extra digit, polydactyly is divided  into pre axial, post axial, and central polydactyly. For post axial polydactyly, mutations in the GLI3  gene have been  identified and additional genetic loci on chromosomes 13q21,19p  and 7q35 have been reported.For pre axial polydactyly a major locus  on chromosome 7q36 exists. The work on this locus is an excellent  example of how collaborations between human geneticists and  developmental biologists can lead to identification of disease genes.  A pre axial polydactyly locus was identified in 1993 but mutations in  genes within the critical region could not be identified. Only by using  a combination of linkage data, cytogenetics and animal models it  could be demonstrated that the disruption of a regulatory element  approximately 800 kb upstream of the SHH  gene is the most likely  explanation for this phenotype.",2003
Brachydactyly,PL12.,Mundlos,"Max Planck Institut fÃ¼r Molekulare Genetik, CharitÃ©, Berlin, Germany",No abstract available,2003
Preserving the Heritage of Human Genetics,PL13.,S. Harper,"Institute of Medical Genetics, Cardiff, United Kingdom","Although the pedigree and quantitative analysis of human genetic  characteristics and disorders began with the recognition of Mendelâs  laws, the laboratory basis of human cytogenetics and molecular  genetics is only 50 years old and the development of medical  genetics as a specific field even less. This creates a unique  opportunity for documenting the history of our field, since many of  the key workers are still alive and their records still in existence.The  urgency needed to seize this opportunity has resulted in the creation  of the Genetics and Medicine Historical Network, supported by the  Wellcome Trust, and closely associated with the European Society  for Human Genetics. All interested workers in Human Genetics can  contribute in their own areas by helping to ensure that records and  correspondence are preserved, older scientists are interviewed and  the context of key discoveries documented. This should provide a  detailed foundation on which future historians and social scientists  can base their studies, as well as making the history of genetics in  relation to medicine directly accessible to the wider public. Scientific Symposi",2003
Mouse bioinformatics from a human geneticistâs  perspective,S01.,Borsani,"University of Brescia, Department of Biomedical Sciences and  Biotechnologies, Brescia, Italy","The laboratory mouse is the most important model organism for  studying genetic and multi factorial diseases in man. As a mammal  the mouse has many anatomical, physiological, and metabolic  similarities with humans. Furthermore genetic manipulation within the  living mouse has been established more than 20 years ago leading  to the generation of many mouse models that closely resemble the  analogous human pathologies. The recently disclosed mouse genome sequence revealed about  30,000 genes (with 99% having direct counterparts in humans) and  allowed a detailed analysis of conserved synteny between the two  species. Comparative genomics between human and mouse is a  powerful approach for unlocking some of the hidden features of  mammalian genomes such as non protein coding RNAs, antisense  RNAs and conserved regulatory regions. With knowledge of both genomes, studies of human genes can be  complemented by experimental manipulations of corresponding  mouse genes to accelerate functional studies. A variety of functional  genomics efforts are underway to analyze and to understand the  mouse genome. Strategies such as gene traps and chemical  mutagenesis are generating a large mutant mouse resource that  complements the information already available on spontaneous  mutations. Systematic gene expression studies are being carried out  on large sets of mouse genes using approaches such as RT PCR  and RNA in situ  hybridization. A growing number of mouse bioinformatics resources collect and  elaborate data generated by genomics and functional genomics  projects, offering a wide range of information on the biology and  genetics of the laboratory mouse and providing a huge boost to  human genetics researchers.",2003
Bioinformatic analysis of regulatory sequences,S02.,Wingender,"Department of Bioinformatics, University of GÃ¶ttingen, Goettingen,  Germany",No abstract available.Scientific Symposia44 45,2003
"Structural bioinformatics: the current view of  structure, function and interaction prediction",S03.,Russell,"Structural Bioinformatics, EMBL, Heidelberg, Germany","Bioinformatics related to protein three dimensional structures has  come a long way from the days of soothsayers making wrong  predictions of protein structures. In this talk I will discuss some  of the highlights of the past decade. First, in the context of the  recent Critical Assessment of Structure Prediction experiment, I  will highlight the current state of the art in predicting structure from  amino acid sequence, including in effect âsolutionsâ to the protein  folding problem. I will then discuss methods to predict function from  structure, and the impact of these on Structural Genomics initiatives,  and ultimately genome annotation. Lastly, I will comment on how  structures, particularly those of proteins in complex with others, can  be useful in interpreting interactions found by other methods such as  yeast two hybrids or affinity purifications. The last subject leads to the  idea of âComplexâ Structural Genomics, that has the ultimate goal of  complete structures for whole cells or beyond.",2003
The Eurostem Project,S05.,Harris,"University of Manchester, Manchester, United Kingdom",No abstract available,2003
SCIDX gene therapy: Successes and adverse effects,S06.,Hacein Bey Abina,"Service dâHÃ©matologie Clinique Adulte, Hopital Necker Enfants  Malades, Paris, France",No abstract available.,2003
Human hereditary deficits: an unravelling of the  sensory systems,S07.,Petit,"UnitÃ© de GÃ©nÃ©tique des DÃ©ficits Sensoriels, CNRS URA 1968, Institut  Pasteur, Paris, France","As in the other animal species, human senses are adapted to  their environment. Humans perceive the energy of a large variety  of stimuli, namely photonic, mechanical, thermic and chemical  stimuli, by sensory cells, either dispersed or packed in sensory end  organs. Fifteen years ago, our knowledge of the molecular bases  of the function of the various modes of sensory reception was very  rudimentary with the noticeable exception of the phototransduction  cascade. We considered that the study of hereditary sensory defects in  humans would not only have a medical impact, but also should lead  to an understanding of some fundamental mechanisms underlying  the development and the functioning of the sensory systems. In  particular, I proposed explicitly that the study of inherited hearing  loss would provide important insights into the biology of the cochlea,  the auditory sensory organ, which had thus far escaped molecular  characterisation due to the small number of each cell type that it  houses. The present outcome of this research will be discussed in medical  and fundamental terms. How the study of these defects enlightens  both their pathogenesis and the physiology of the sensory system  will be illustrated by the development/functioning of the auditory  cells and the development of the olfactory system as illuminated by  the functions of the proteins defective in Usher type I syndrome and  Kallmann syndrome.",2003
Mouse Mutagenesis for the Genetic Dissection of  Auditory Function,S08.,D. M. Brown,"MRC Mammalian Genetics Unit and UK Mouse Genome Centre,  Harwell, United Kingdom","Systematic approaches to mouse mutagenesis are vital for future  studies of mammalian gene function. We have undertaken a major  ENU mutagenesis programme incorporating a large genome wide  screen for dominant mutations (Nolan et al. Nature Genetics 25:  440 443). Nearly 30,000 mice have been produced and around 700 mutants have been recovered from the screening programme that  included tests for auditory and vestibular function. 54 phenotypes  showing balance or circling phenotypes were uncovered, while 28  mice showing hearing impairment, including late onset sensorineural  deafness, were identified. The mouse auditory and vestibular mutants  encompassed a variety of phenotypes including patterning and  planar cell polarity defects in hair cells in the organ of Corti as well  as morphogenetic mutants affecting the development and structure  of the vestibular system. Many of these mutants have now been  mapped and cloned to elucidate the underlying genetic pathways  involved. In addition, these screens for new deafness models have  identified a new class of mutants whose hearing loss is due to  middle ear inflammatory disease. Otitis Media with Effusion (OME)  or âglue earâ disease, inflammation of the middle ear epithelial lining,  remains the most common cause of hearing impairment in children.  The availability of these novel mouse models represents an exciting  opportunity to study the genetics of OME in both mouse and humans.",2003
Development of the inner ear   the zebrafish model,S09.,Whitfield,"Centre for Developmental Genetics, Department of Biomedical  Science, University of Sheffield, Sheffield, United Kingdom","The zebrafish is a convenient genetic model system for the study of  the inner ear. Embryos are accessible at all stages of development,  and are optically clear, enabling the otic vesicle to be observed in  the live animal. Both forward and reverse genetic approaches are  available. We are characterising a number of mutant lines that form  models for human disease, including colourless/sox10  (a model  for Waardenburg Shah syndrome) and van gogh/tbx1  (a model for  DiGeorge syndrome). Both sox10  and tbx1 code for transcription  factors that are strongly expressed in the otic epithelium, and both  mutants have severe sensory and non sensory otic abnormalities.  We are also interested in the signals from surrounding tissues that  act to pattern the otic vesicle. We have demonstrated a role for  Hedgehog signalling from midline structures (the notochord and  floorplate) in the patterning of the anteroposterior axis of the zebrafish  ear. A loss of Hedgehog signalling gives rise to a striking partial  mirror image duplication of anterior otic structures, concomitant with  a loss of posterior otic domains. Ectopic activation of the Hedgehog  pathway has the reverse effect: ears lose anterior structures and  show a mirror image duplication of posterior regions at the anterior of  the ear.",2003
Human Genetic Variation and Human Disease,S10.,Cox,"Perlegen Sciences Inc , Mountain View, CA, United States.   ",No abstract available.,2003
Genetic legacy of the European people,S11.,Villems,"Tartu University, Tartu, Estonia",No abstract available.,2003
Haplotype analysis of candidate genes for common  cardiovascular diseases,S12.,Cambien,"INSERM U525 and INSERM U436, Faculte de Medecine, Hopital  PitiÃ© SalpetriÃ¨re, Paris, France",No abstract available.,2003
Phenotypic manifestations of microdeletion  syndromes,S13.,Devriendt,"Centre for Human Genetics, Leuven, Belgium","During recent years several well known genetic syndromes were  found to be caused by submicroscopic deletions. This has lead to  a better clinical delineation of these disorders. The identification of  genes implicated will lead to insight in the mechanisms underlying  malformations, mental retardation and behavioural disorders.  Strikingly, several microdeletion syndromes have a highly variable  expression, providing an unique opportunity to study mechanisms Scientific Symposia              46 47 causing this variability. Differences in size of the deletion are not a  frequent cause of variability, given the frequent origin by unequal  crossing over between flanking duplicons. However, the few unique  individuals with smaller deletions will be instumental in delineating  the critical deletion region, and thus the implicated genes. Examples  are Smith Magenis syndrome and the del8p23.1 syndromes.  Another (rare) cause of variability is the unmasking of recessive  alleles, as for instance in a del22q11 deletion patient with Bernard  Soulier disease. The most probable explanation is the existence of  genetic and environmental modifiers. Intelligence is multifactorial,  and it is therefore not unexpected that in for instance PWS and  VCFS, IQ is correlated with parental intelligence. Approximately 50  75% of individuals with a del22q11 have a congenital heart defect.  Recently, a functional polymorphism in the VEGF gene was found  to be a modifier for the occurrence of a heart defect in individuals  with a del22q11. However, this still does not explain the frequent  observation of discordant monozygotic twins with a del22q11 for  a heart defect. Possible explanations are second hits, non shared  environment and stochastic factors.",2003
Translocation breakpoints   investigations of what  really happens,S14.,van Raavenswaay,"University Medical Center, Department of Human Genetics,  Nijmegen, The Netherlands",No abstract available.,2003
A Model for the Molecular Basis of FSHD,S15.,"G. Tupler1,2","1Biologia Generale e Genetica Medica, University of Pavia, Pavia,  Italy, 2Program in Gene Function and Expression, University of  Massachusetts Medical School, Worcester, MA, United States","Facioscapulohumeral muscular dystrophy (FSHD) is a complex  disease with a peculiar involvement of muscle groups, highly variable  severity, and unpredictable progression. The disease has been  causally related to deletion of subtelomeric D4Z4 repeats at 4q35.  We observed that a number of genes mapping at 4q35 are over  expressed in the FSHD affected muscle. We showed that an element  within D4Z4 specifically binds a multi protein complex consisting of  YY1, HMGB2, and nucleolin. We demonstrated that this multi protein  complex  binds D4Z4 in vitro  and in vivo  mediates transcriptional  repression of 4q35 genes. Based on these results, we propose a  model for the molecular basis of FSHD. In normal individuals, the  presence of a threshold number of D4Z4 repeats leads to repression  of 4q35 genes by virtue of a DNA bound multi protein complex that  actively suppresses gene expression. In FSHD patients, deletion of  an integral number of D4Z4 repeats reduces the number of bound  repressor complexes and consequently decreases (or abolishes)  transcriptional repression of 4q35 genes. As a result, these genes are  inappropriately over expressed, ultimately leading to disease onset  and progression. Our results also provide insights into the biological  function of DNA repetitive elements in gene transcription and their  potential role in human diseases.",2003
Fat and thin genes,S16.,OâRahilly,"University of Cambridge, Departments of Medicine & Clinical  Biochemistry, Addenbrookeâs Hospital, Cambridge, United Kingdom",No abstract available.,2003
Gonadotrophin function and sexual development,S17.,Huhtaniemi,"Institute of Reproductive and Developmental Biology, Imperial  College London, London, United Kingdom","The unraveling of structures of gonadotrophin and gonadotrophin  receptor (R) genes, and the human mutations detected in these  genes, have provided us with novel tools to clarify the role of  gonadotrophin action in sexual differentiation and in molecular  pathogenesis of certain disturbances of sexual differentiation,  development and fertility. Moreover, the mutations detected are very  elucidating by providing further information about known and less well elucidated actions of gonadotrophins. Only one inactivating  mutation of the LHÎ² subunit has so far been described; a man  with normal intrauterine masculinisation but complete blockage of  postnatal sexual development. The phenotype can be explained  by the stimulatory effect of choriongonadotrophin on fetal testicular  androgen production, inducing the intrauterine masculinisation.  However, pituitary LH is crucial for stimulation of the postnatal  testicular activity. Both loss of function (inactivating) and gain  of function (activating) mutations of gonadotrophin receptors  are known. Completely inactivating LHR mutations cause in  males pseudohermaphroditism, with external female genitalia,  missing uterus and lack of female secondary sex characteristics.  Incomplete LHR inactivation causes micropenis and hypospadias  with varying severity. In females, the phenotype is relatively mild  with anovulation and infertility. Activating LHR mutations cause in  males early onset gonadotrophin independent precocious puberty  (testotoxicosis) but no phenotype has been found in females, for  unknown reasons. Inactivating complete FSHR mutation causes  in women hypergonadotrophic hypogonadism with lack of follicular  development. If inactivation is incomplete, the phenotype is  secondary amenorrhoea with arrested follicular maturation. In men,  FSHR inactivation causes disturbances in spermatogenesis, but  no azoospermia or absolute infertility. This is at variance with men  reported with FSH ligand mutation, who all are azoospermic. The  reason for the discrepancy remains unclear. Only one activating  mutation of FSHR has been described in a hypophysectomised male,  who had persistent spermatogenesis despite absent gonadotrophin  secretion. However, the point mutation detected may represent a  polymorphism. No activating FSH R mutations have been detected in  women.",2003
Bone dysplasia,S18.,Cormier Daire,"Department of Medical Genetics, Hopital Necker, Paris, France",No abstract available.,2003
Exon Skipping Mutations in Human Disease,S19.,R. Krainer,"Cold Spring Harbor Laboratory, Cold Spring Harbor, NY, United  States","Accurate splicing depends on the canonical consensus sequences  that define exon intron boundaries, as well as on information present  in the coding regions. Exonic splicing enhancer (ESE) elements are  very prevalent and might be present in most, if not all, constitutive  and alternative exons. ESEs are recognized by a class of splicing  factors, the SR proteins, which promote splicing by recruiting  spliceosomal components to the correct splice sites. Point mutations in coding exons can disrupt critical ESEs, thereby  causing the entire exon to be skipped. Such an alteration in the  splicing process has drastic consequences for the expression of the  gene product, as it can result in deletion, frameshifting, mRNA decay,  or a combination of these changes. Predicting or determining which  mutations cause exon skipping is important for accurately assessing  phenotypic risk. I will review our work on prediction, identification, and mutational  analysis of ESE motifs. I will also describe an approach we recently  developed, which is based on small synthetic compounds that can  be specifically targeted to an inefficiently spliced exon, promoting its  inclusion. These compounds were designed to emulate the function  of natural SR proteins, and should be a valuable tool to understand  the mechanisms of ESE dependent splicing, and to modulate  alternative splicing of specific pre mRNAs. They might also provide  a new therapeutic approach to treat diseases associated with exon  skipping.",2003
Spinal muscular atrophy: Perspectives of a therapy  by restoring the splicing pattern of SMN2,S20.,"Wirth , L. Brichta, Y. Hofmann, K. Haug","Institute of Human Genetics, University of Bonn, Bonn, Germany","Proximal spinal muscular atrophy (SMA) is the second most frequent  autosomal recessive disorder in human caused by homozygous  absence of the survival motor neuron gene (SMN1). An almost  identical copy of the gene, SMN2, fails to compensate for the loss Scientific Symposia46 47 of SMN1 due to a silent mutation in exon 7 that disrupts an exonic  splicing enhancer, resulting in major production of exon 7 skipped  SMN2 transcripts. Thus, SMN2 mainly produces a defective protein  and only to a minor amount a full length SMN2 protein which is  identical to the SMN1 protein. We identified three trans acting  splicing factors (Htra2 beta1, hnRNP G and RBM) being able to  restore the splicing pattern of SMN2 with high efficiency when they  are over expressed. hnRNP G and RBM bind to Htra2 beta1 which  directly binds to SMN pre mRNA forming a functional complex that  modulates/enhances SMN2 exon 7 inclusion. Furthermore, we  were able to show that increasing amounts of valproic acid (VPA), a  histone deacetylase inhibitor and a drug used in long time epilepsy  treatment for three decades, restores the splicing pattern and  increases the SMN2 protein level 2 4 fold in cell cultures of SMA   patients. A clinical trial firstly in SMA parents and in case of success  in SMA patients afterwards is in preparation. For the very first time,  there is a real chance for a therapy of a monogenic inherited disease  based on restoring the splicing pattern of a gene.",2003
Exon skipping as a therapy for DMD: From  nonsense to sense by antisense,S21.,J. van Ommen,"Dep of Human Genetics, Center for Human and Clinical Genetics,  University Medical Center, Leiden, The Netherlands.   ",No abstract available.,2003
Candidate pathways in cancer genetics,S22.,G. Pelicci,"European Institute of Oncology, Department of Experimental  Oncology, Milan, Italy",No abstract available.,2003
Overview of the Hedgehog pathway,S23.,Bale,"Yale University School of Medicine, Department of Genetics, New  Haven, CT, United States",No abstract available.,2003
Array based expression profiling in breast cancer,S24.,vanât Veer,"Netherlands Cancer Institute, Amsterdam, The Netherlands",No abstract available.,2003
Overview of Alzheimerâs disease,S25.,M. van Duijn,"Genetic Epidemiology Unit, Department of Epidemiology &  Biostatistics, Erasmus MC, Rotterdam, The Netherlands","Considerable progress has been made in unravelling the  genetic etiology of Alzheimerâs disease (AD), the major cause  of dementia. Three genes have been identified involved in the  autosomal dominant forms of AD, the Ã amyloid precursor protein  gene ( APP) and two homologous genes presenilin 1 ( PSEN1 )  and presenilin 2 ( PSEN2 ). Although the risk of AD for carriers of  mutations in these genes approaches 100%, the contribution of  these genes to the occurrence of disease is lower than 0.5%. On  the population level, the apolipoprotein E ( APOE ) gene is a more  important genetic determinant for the early onset AD as well as the  predominant late onset form, explaining up to 15% of the incidence  of disease. In addition to the evidence for other Alzheimer loci  on chromosome 9, 10 and 12, there is increasing evidence for a  role of cholesterol metabolism and vascular factors in Alzheimerâs  disease, i.e. atherosclerosis and blood pressure. These findings open  opportunities for new approaches for etiologic research as well as  preventive strategies.",2003
Cholesterol Lowering approaches to Alzheimerâs Disease  â From Basic Science to Diagnosis and Treatment,S26.,"Beyreuther1, Tobias Hartmann1, Colin L Masters2","1ZMBH, University of Heidelberg, Heidelberg, Germany, 2Department  of Pathology, University of Melbourne, Parkville, Australia","Several lines of evidence suggest a role for cholesterol on beta  amyloid production. Suppression of cholesterol neosynthesis by  statins strongly reduces the formation of AÃ40 and AÃ42 species in  vivo and in vitro. A recent clinical study revealed that this reduction  of Abeta production could also be achieved in the brains of patients  with AD that were treated with simvastatin. Lowering of CSF Abeta  and 24S hydroxycholesterol, the brain specific cholesterol metabolite,  was most pronounced in patients with mild to moderate AD. CSF  Abeta was determined with a novel commercial ELISA assay for  the determination of the Abeta42/Abeta40 ratio. The latter has been  shown to be a valid biological marker for the diagnosis of MCI and  AD. Experiments in cell culture suggest that the processing of APP  by beta secretase (BACE) is affected when cholesterol levels are  lowered. Because cholesterol is required to transport APP, BACE and  presenilin to compartments in which beta  and gamma cleavage does  occur, intracellular cholesterol transport regulates the amyloidogenic  processing of APP. Alterations in cholesterol transport have important  consequences for both, APP processing and the localization of the  presenilins, which are essential components of the gamma secretase  complex. Exposure of neuronal cells to cholesterol transport  inhibiting agents resulted in a marked decrease in beta secretase  cleavage products of full length APP. Alpha secretase activity was not  increased because the corresponding APP fragments released by  alpha secretase were not elevated. In conclusion, our results suggest that amount and subcellular  distribution of cholesterol may be an important factor in how  cholesterol alters Abeta production and the risk of AD. Concurrent Sessio",2003
Selective loss of HOXD13 function produced by a  missense mutation in the homeodomain causes a novel  human limb malformation,C01.,"R. Goodman1, G. Caronia2, C. M. E. McKeown3, P. J. Scambler1,  V. Zappavigna2","1Molecular Medicine Unit, Institute of Child Health, London, United  Kingdom, 2Department of Molecular Biology and Functional  Genomics, DIBIT H San Raffaele, Milano, Italy, 3Clinical Genetics  Unit, Birmingham Womenâs Hospital, Birmingham, United Kingdom","The 5â members of the HoxA and HoxD  gene clusters play major  roles in vertebrate limb development. One such gene, HOXD13 , is  mutated in the human limb malformation syndrome synpolydactyly.  Both polyalanine tract expansions and frameshifting deletions in  HOXD13 cause similar forms of this condition, but it remains unclear  whether other kinds of HOXD13 mutations could produce different  phenotypes. Here we describe a six generation English family in  which a novel combination of brachydactyly and central polydactyly  co segregates with a missense mutation that substitutes leucine for  isoleucine at position 47 of the HOXD13 homeodomain. We have  compared the HOXD13(I47L) mutant protein both in vitro and in  vivo to the wild type protein and to an artificial HOXD13 mutant,  HOXD13(IQN), which is completely unable to bind DNA. We have  found that the mutation causes neither a dominant negative effect  nor a gain of function, but instead impairs DNA binding at some  sites bound by wild type",2003
